,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
0,2017-01-04,2010,2049,1997,2015,22200,671.7
1,2017-01-05,2015,2015,1977,1986,19300,662
2,2017-01-06,1970,1980,1951,1965,10400,655
3,2017-01-10,1965,1976,1953,1968,6300,656
4,2017-01-11,1955,1972,1853,1855,40800,618.3
5,2017-01-12,1879,1906,1858,1899,13700,633
6,2017-01-13,1899,1939,1887,1905,10600,635
7,2017-01-16,1905,1906,1897,1906,1400,635.3
8,2017-01-17,1890,1909,1867,1869,6500,623
9,2017-01-18,1850,1856,1824,1831,15900,610.3
10,2017-01-19,1830,1838,1758,1781,27800,593.7
11,2017-01-20,1775,1779,1766,1777,8600,592.3
12,2017-01-23,1761,1774,1736,1736,18500,578.7
13,2017-01-24,1750,1775,1736,1758,9500,586
14,2017-01-25,1753,1770,1743,1753,20400,584.3
15,2017-01-26,1750,1771,1742,1748,11400,582.7
16,2017-01-27,1740,1759,1740,1750,7900,583.3
17,2017-01-30,1750,1759,1746,1753,5100,584.3
18,2017-01-31,1753,1768,1752,1764,6900,588
19,2017-02-01,1750,1797,1750,1794,9700,598
20,2017-02-02,1798,1842,1758,1817,23000,605.7
21,2017-02-03,1829,1848,1825,1836,5300,612
22,2017-02-06,1836,1845,1813,1842,9300,614
23,2017-02-07,1849,1850,1835,1844,4600,614.7
24,2017-02-08,1825,1885,1825,1880,12600,626.7
25,2017-02-09,1885,1962,1880,1930,39600,643.3
26,2017-02-10,1860,1874,1820,1835,38300,611.7
27,2017-02-13,1870,1874,1838,1863,12200,621
28,2017-02-14,1857,1870,1851,1851,6900,617
29,2017-02-15,1867,1883,1857,1878,7400,626
30,2017-02-16,1880,1895,1863,1868,8400,622.7
31,2017-02-17,1868,1880,1850,1877,5300,625.7
32,2017-02-20,1888,1899,1871,1899,11600,633
33,2017-02-21,1900,1965,1890,1950,38400,650
34,2017-02-22,1935,1955,1888,1912,12200,637.3
35,2017-02-23,1913,1917,1902,1913,5600,637.7
36,2017-02-24,1933,1945,1906,1923,6400,641
37,2017-02-27,1947,1947,1870,1902,15600,634
38,2017-02-28,1937,1942,1923,1938,21500,646
39,2017-03-01,1943,1943,1898,1909,11600,636.3
40,2017-03-02,1912,1923,1912,1916,8100,638.7
41,2017-03-03,1925,1931,1900,1902,16000,634
42,2017-03-06,1922,1925,1904,1910,12000,636.7
43,2017-03-07,1910,1922,1909,1922,8400,640.7
44,2017-03-08,1910,1928,1910,1918,15000,639.3
45,2017-03-09,1915,1919,1910,1917,12700,639
46,2017-03-10,1918,1929,1915,1929,9200,643
47,2017-03-13,1930,1945,1930,1932,15000,644
48,2017-03-14,1930,1960,1925,1955,12500,651.7
49,2017-03-15,1940,1955,1940,1950,6600,650
50,2017-03-16,1945,1980,1945,1952,13600,650.7
51,2017-03-17,1950,1955,1925,1932,15300,644
52,2017-03-21,1940,1940,1908,1911,10200,637
53,2017-03-22,2050,2050,1974,1980,165300,660
54,2017-03-23,1996,2088,1996,2078,71200,692.7
55,2017-03-24,2078,2099,2053,2099,39000,699.7
56,2017-03-27,2108,2174,2100,2164,33900,721.3
57,2017-03-28,2183,2299,2165,2299,78700,766.3
58,2017-03-29,2262,2274,2218,2270,47700,756.7
59,2017-03-30,2276,2277,2181,2250,32100,750
60,2017-03-31,2250,2305,2249,2305,55100,768.3
61,2017-04-03,2282,2285,2189,2244,35100,748
62,2017-04-04,2220,2220,2041,2114,44000,704.7
63,2017-04-05,2114,2159,2088,2131,26100,710.3
64,2017-04-06,2100,2101,2053,2076,19900,692
65,2017-04-07,2081,2185,2041,2173,61200,724.3
66,2017-04-10,2159,2194,2152,2170,43800,723.3
67,2017-04-11,2182,2280,2160,2254,64200,751.3
68,2017-04-12,2220,2234,2131,2163,41400,721
69,2017-04-13,2116,2145,2060,2091,34700,697
70,2017-04-14,2043,2059,1985,2000,24400,666.7
71,2017-04-17,1987,2039,1986,2015,15600,671.7
72,2017-04-18,2021,2090,2021,2090,18100,696.7
73,2017-04-19,2056,2091,2044,2051,10100,683.7
74,2017-04-20,2045,2076,2022,2059,14000,686.3
75,2017-04-21,2060,2064,2036,2044,13600,681.3
76,2017-04-24,2045,2059,2024,2032,21600,677.3
77,2017-04-25,2041,2041,2015,2019,21000,673
78,2017-04-26,2029,2080,2000,2002,52300,667.3
79,2017-04-27,1997,2213,1993,2149,273700,716.3
80,2017-04-28,2149,2186,2050,2069,63700,689.7
81,2017-05-01,2036,2108,2032,2032,33100,677.3
82,2017-05-02,2042,2056,2002,2014,57800,671.3
83,2017-05-08,2020,2076,2015,2073,56000,691
84,2017-05-09,2095,2148,2088,2102,30500,700.7
85,2017-05-10,2130,2135,2106,2118,21000,706
86,2017-05-11,2268,2273,2167,2169,92500,723
87,2017-05-12,2124,2156,2070,2130,40600,710
88,2017-05-15,2090,2128,2087,2106,20500,702
89,2017-05-16,2150,2164,2129,2140,17100,713.3
90,2017-05-17,2125,2224,2125,2202,38400,734
91,2017-05-18,2152,2230,2141,2165,32100,721.7
92,2017-05-19,2175,2186,2152,2158,7700,719.3
93,2017-05-22,2160,2232,2160,2231,21900,743.7
94,2017-05-23,2258,2272,2213,2259,28100,753
95,2017-05-24,2267,2379,2261,2372,59200,790.7
96,2017-05-25,2365,2365,2301,2326,16500,775.3
97,2017-05-26,2331,2369,2308,2310,19400,770
98,2017-05-29,2324,2400,2311,2360,22400,786.7
99,2017-05-30,2367,2489,2367,2489,38100,829.7
100,2017-05-31,2499,2500,2404,2460,30400,820
101,2017-06-01,2489,2496,2476,2491,7700,830.3
102,2017-06-02,2490,2490,2431,2434,14800,811.3
103,2017-06-05,2412,2477,2405,2442,14100,814
104,2017-06-06,2475,2475,2401,2403,14900,801
105,2017-06-07,2403,2439,2403,2422,8400,807.3
106,2017-06-08,2438,2468,2392,2392,9000,797.3
107,2017-06-09,2402,2476,2402,2447,16900,815.7
108,2017-06-12,2470,2481,2371,2469,21100,823
109,2017-06-13,2499,2575,2454,2575,24700,858.3
110,2017-06-14,2588,2691,2581,2671,16800,890.3
111,2017-06-15,2700,2781,2699,2740,24500,913.3
112,2017-06-16,2755,2793,2742,2773,15700,924.3
113,2017-06-19,2775,2789,2678,2723,16500,907.7
114,2017-06-20,2769,2769,2718,2726,8200,908.7
115,2017-06-21,2700,2715,2650,2702,8100,900.7
116,2017-06-22,2702,2702,2635,2671,16000,890.3
117,2017-06-23,2684,2684,2586,2613,12900,871
118,2017-06-26,2571,2601,2565,2571,12000,857
119,2017-06-27,2565,2573,2544,2558,8500,852.7
120,2017-06-28,2542,2547,2500,2502,12100,834
121,2017-06-29,2503,2549,2501,2539,8700,846.3
122,2017-06-30,2512,2541,2507,2539,9800,846.3
123,2017-07-03,2579,2580,2564,2579,9300,859.7
124,2017-07-04,2578,2578,2511,2527,9700,842.3
125,2017-07-05,2510,2582,2458,2504,16500,834.7
126,2017-07-06,2463,2484,2396,2407,24600,802.3
127,2017-07-07,2408,2457,2408,2429,12100,809.7
128,2017-07-10,2422,2458,2422,2439,5100,813
129,2017-07-11,2465,2500,2464,2480,8100,826.7
130,2017-07-12,2502,2529,2479,2496,5600,832
131,2017-07-13,2489,2507,2467,2478,6100,826
132,2017-07-14,2470,2491,2470,2472,4700,824
133,2017-07-18,2474,2498,2453,2480,6200,826.7
134,2017-07-19,2471,2489,2464,2475,3700,825
135,2017-07-20,2475,2491,2460,2468,6700,822.7
136,2017-07-21,2461,2495,2454,2495,4700,831.7
137,2017-07-24,2470,2510,2452,2474,13600,824.7
138,2017-07-25,2499,2499,2449,2454,20400,818
139,2017-07-26,2455,2495,2401,2410,18900,803.3
140,2017-07-27,2453,2453,2398,2398,7600,799.3
141,2017-07-28,2384,2389,2277,2310,30300,770
142,2017-07-31,2278,2357,2271,2349,16600,783
143,2017-08-01,2349,2377,2295,2324,10400,774.7
144,2017-08-02,2304,2371,2302,2358,8300,786
145,2017-08-03,2358,2376,2300,2308,7200,769.3
146,2017-08-04,2301,2319,2285,2312,6500,770.7
147,2017-08-07,2362,2365,2332,2362,9700,787.3
148,2017-08-08,2364,2385,2307,2332,19500,777.3
149,2017-08-09,2336,2336,2277,2291,12200,763.7
150,2017-08-10,2332,2355,2297,2334,10800,778
151,2017-08-14,2734,2804,2666,2762,126400,920.7
152,2017-08-15,2797,2832,2733,2774,93300,924.7
153,2017-08-16,2802,2846,2791,2843,41000,947.7
154,2017-08-17,2843,3045,2842,3045,60600,1015
155,2017-08-18,3030,3190,3015,3130,65900,1043.3
156,2017-08-21,3130,3145,2965,3115,37500,1038.3
157,2017-08-22,3110,3130,3045,3085,25500,1028.3
158,2017-08-23,3065,3110,3065,3080,17900,1026.7
159,2017-08-24,3095,3400,3080,3295,76000,1098.3
160,2017-08-25,3330,3485,3295,3305,112000,1101.7
161,2017-08-28,3290,3460,3275,3430,34900,1143.3
162,2017-08-29,3395,3455,3380,3400,25800,1133.3
163,2017-08-30,3410,3450,3215,3380,49200,1126.7
164,2017-08-31,3345,3425,3295,3325,33400,1108.3
165,2017-09-01,3325,3515,3325,3490,51900,1163.3
166,2017-09-04,3490,3595,3430,3435,42600,1145
167,2017-09-05,3400,3400,3270,3340,43800,1113.3
168,2017-09-06,3320,3500,3290,3420,42800,1140
169,2017-09-07,3425,3465,3320,3395,19700,1131.7
170,2017-09-08,3400,3695,3395,3695,66800,1231.7
171,2017-09-11,3690,3785,3580,3645,58200,1215
172,2017-09-12,3715,3880,3715,3850,41400,1283.3
173,2017-09-13,3850,4000,3765,4000,43300,1333.3
174,2017-09-14,4005,4035,3840,3845,63500,1281.7
175,2017-09-15,3800,4095,3735,4090,87100,1363.3
176,2017-09-19,4070,4165,3895,4095,72600,1365
177,2017-09-20,4100,4385,4095,4300,94000,1433.3
178,2017-09-21,4310,4495,4305,4440,75500,1480
179,2017-09-22,4390,4440,4270,4345,48100,1448.3
180,2017-09-25,4345,4430,4240,4360,33500,1453.3
181,2017-09-26,4380,4380,4075,4160,65200,1386.7
182,2017-09-27,4230,4320,4150,4220,36400,1406.7
183,2017-09-28,4190,4385,4190,4365,31500,1455
184,2017-09-29,4340,4395,4295,4365,22400,1455
185,2017-10-02,4400,4570,4325,4445,46600,1481.7
186,2017-10-03,4380,4470,4355,4440,27800,1480
187,2017-10-04,4400,4440,4200,4290,53000,1430
188,2017-10-05,4300,4305,4200,4245,26800,1415
189,2017-10-06,4200,4385,4200,4280,43600,1426.7
190,2017-10-10,4210,4290,4140,4140,52000,1380
191,2017-10-11,4100,4175,4010,4045,41600,1348.3
192,2017-10-12,4030,4140,3965,3990,40600,1330
193,2017-10-13,3955,4030,3955,3980,40400,1326.7
194,2017-10-16,3980,4070,3920,3935,45300,1311.7
195,2017-10-17,3910,3960,3885,3920,37300,1306.7
